O.S.N,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes,state_constituency
1,AN SAJITHA RESSAL.R.K,Indian National Congress,51273,1447,52720,32.33,Kerala-PARASSALA
2,J.R.JAYAKUMAR,Bahujan Samaj Party,775,3,778,0.48,Kerala-PARASSALA
3,KARAMANA JAYAN,Bharatiya Janata Party,29195,655,29850,18.3,Kerala-PARASSALA
4,C.K.HAREENDRAN,Communist Party of India  (Marxist),76302,2246,78548,48.16,Kerala-PARASSALA
5,SHAJU PALIYODU,Independent,400,2,402,0.25,Kerala-PARASSALA
6,SELVARAJ.J.R,Independent,159,3,162,0.1,Kerala-PARASSALA
7,NOTA,None of the Above,623,7,630,0.39,Kerala-PARASSALA
1,M.T. NIXON,Communist Party of India,59675,1288,60963,38.44,Kerala-PARAVUR
2,N.K.BIJU,Bahujan Samaj Party,708,16,724,0.46,Kerala-PARAVUR
3,V.D. SATHEESAN,Indian National Congress,80463,1801,82264,51.87,Kerala-PARAVUR
4,A.B. JAYAPRAKASH,Bharath Dharma Jana Sena,12818,146,12964,8.17,Kerala-PARAVUR
5,PRASANTH,Independent,276,3,279,0.18,Kerala-PARAVUR
6,SATHYANESAN EZHIKKARA,Independent,283,4,287,0.18,Kerala-PARAVUR
7,NOTA,None of the Above,1093,20,1113,0.7,Kerala-PARAVUR
1,V.S. JITHIN DEV,Bharatiya Janata Party,12096,302,12398,9.05,Kerala-PATHANAPURAM
2,JYOTHIKUMAR CHAMAKKALA,Indian National Congress,51350,1590,52940,38.63,Kerala-PATHANAPURAM
3,P. KRISHNAMMAL,Marxist Communist Party of India (United),2062,29,2091,1.53,Kerala-PATHANAPURAM
4,K.B. GANESH KUMAR,Kerala Congress (B),65304,1972,67276,49.09,Kerala-PATHANAPURAM
5,ADV. FAIZY. M. PASHA,SOCIAL DEMOCRATIC PARTY OF INDIA,1179,13,1192,0.87,Kerala-PATHANAPURAM
6,BAIJU PATHANAPURAM,Anna Democratic Human Rights Movement Party of India,395,16,411,0.3,Kerala-PATHANAPURAM
7,AJI KADASSERY,Independent,247,7,254,0.19,Kerala-PATHANAPURAM
